DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2004-0321-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Wayanad, Kozhikode, Kannur, Kasaragod districts (Kerala province)",Early monsoonal rain,"Slide (land, mud, snow, rock)",No,No,No,,9000,Km2,,,,2004,6,9,2004,6,11,45,,1000,,1000,,,,,,,61.9895859343217,"[{""adm2_code"":17698,""adm2_name"":""Kannur""},{""adm2_code"":17701,""adm2_name"":""Kasaragod""},{""adm2_code"":17703,""adm2_name"":""Kozhikode""},{""adm2_code"":17710,""adm2_name"":""Wayanad""}]",2005-03-08,2023-09-25
2004-0345-IND,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,"School ""Collège de filles du Seigneur Krishna""",IND,India,Southern Asia,Asia,Kumbakonam (Tamil Nadu state),,,No,No,No,,,,,,,2004,7,16,2004,7,16,90,100,,,100,,,,,,,61.9895859343217,,2004-08-02,2023-09-25
2004-0350-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Near Laxmipur (Bengale Occidentale),,,No,No,No,,,,,,,2004,7,19,2004,7,19,40,15,,,15,,,,,,,61.9895859343217,,2004-08-02,2023-09-25
2004-0370-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,"Srinagar (Pauri district, Uttaranchal state)",,,No,No,No,,,,,,,2004,7,31,2004,7,31,15,3,,,3,,,,,,,61.9895859343217,,2004-08-03,2023-09-25
2004-0382-IND,No,tec-ind-col-col,Technological,Industrial accident,Collapse (Industrial),Collapse (Industrial),,Tunnel,IND,India,Southern Asia,Asia,Uttaranchal state,,,No,No,No,,,m3,,,,2004,8,2,2004,8,2,54,9,,,9,,,,,,,61.9895859343217,,2004-08-06,2023-09-25
2004-0440-IND,No,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,,IND,India,Southern Asia,Asia,Kailash river,,,No,No,No,,,,,,,2004,8,26,2004,8,26,37,,,,,,,,,,,61.9895859343217,,2004-08-26,2023-09-25
2004-0489-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Himachal Pradesh provinces",Torrential rain,,No,No,No,,,Km2,,,,2004,9,20,2004,9,22,33,,,,,,,,,,,61.9895859343217,"[{""adm1_code"":1493,""adm1_name"":""Himachal Pradesh""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2004-09-24,2023-09-25
2004-0509-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"Goalpara district (Assam province), Meghalaya, Arunachal Pradesh, West Bengal provinces",Heavy rains,"Rain|Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,"Krishnai, Rongjuli and Dudhnoi, Hugli",2004,10,7,2004,10,18,160,,,100000,100000,,,,,,,61.9895859343217,"[{""adm1_code"":1501,""adm1_name"":""Meghalaya""},{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70072,""adm1_name"":""Arunachal Pradesh""},{""adm2_code"":17581,""adm2_name"":""Goalpara""}]",2004-11-02,2023-09-25
2004-0566-IND,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Shantytown,IND,India,Southern Asia,Asia,New Delhi,,,No,No,No,,,,,,,2004,11,14,2004,11,14,5,,,250,250,,,,,,,61.9895859343217,,2004-11-15,2023-09-25
2004-0636-IND,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,IND,India,Southern Asia,Asia,"Mansar (Hoshiarpur district, Punjab state)",,,No,No,No,,,,,,,2004,12,14,2004,12,14,37,53,,,53,,,,,,,61.9895859343217,,2005-03-27,2023-09-25
2004-0659-IND,No,nat-geo-ear-tsu,Natural,Geophysical,Earthquake,Tsunami,,,IND,India,Southern Asia,Asia,"Kancheepuram, Villupuram, Nagapattinam, Thoothukudi, Tirunelveli Kattabo, Kanniyakumari, Chennai, Thiruvallur, Cuddalore, Pudukkottai, Ramanathapuram, Sivaganga, Thanjavur districts (Tamil Nadu province), Vishakhapatnam, East Godavari, West Godavari, Krishna, Guntur, Prakasam, Nellore districts (Andhra Pradesh province), Kollam, Alappuzha, Ernakulam districts (Kerala province), Puducherry, Karaikal district (Puducherry province), Andaman and Nicobar province",Earthquake,,Yes,No,No,,9.1,Richter,3.295,95.982,,2004,12,26,2004,12,26,16389,6913,647599,,654512,,,5000,8066,1022800,1649955,61.9895859343217,"[{""adm1_code"":1484,""adm1_name"":""Andaman and Nicobar""},{""adm2_code"":17551,""adm2_name"":""East Godavari""},{""adm2_code"":17552,""adm2_name"":""Guntur""},{""adm2_code"":17556,""adm2_name"":""Krishna""},{""adm2_code"":17561,""adm2_name"":""Nellore""},{""adm2_code"":17563,""adm2_name"":""Prakasam""},{""adm2_code"":17566,""adm2_name"":""Vishakhapatnam""},{""adm2_code"":17569,""adm2_name"":""West Godavari""},{""adm2_code"":17699,""adm2_name"":""Ernakulam""},{""adm2_code"":17707,""adm2_name"":""Kollam""},{""adm2_code"":70298,""adm2_name"":""Alappuzha""},{""adm2_code"":17866,""adm2_name"":""Thoothukudi""},{""adm2_code"":17870,""adm2_name"":""Kanniyakumari""},{""adm2_code"":17876,""adm2_name"":""Pudukkottai""},{""adm2_code"":17878,""adm2_name"":""Ramanathapuram""},{""adm2_code"":17881,""adm2_name"":""Thanjavur""},{""adm2_code"":17882,""adm2_name"":""Sivaganga""},{""adm2_code"":17884,""adm2_name"":""Tirunelveli Kattabo""},{""adm2_code"":70242,""adm2_name"":""Chennai""},{""adm2_code"":70243,""adm2_name"":""Cuddalore""},{""adm2_code"":70244,""adm2_name"":""Kancheepuram""},{""adm2_code"":70247,""adm2_name"":""Nagapattinam""},{""adm2_code"":70251,""adm2_name"":""Thiruvallur""},{""adm2_code"":70255,""adm2_name"":""Villupuram""},{""adm2_code"":70226,""adm2_name"":""Karaikal""},{""adm2_code"":70228,""adm2_name"":""Puducherry""}]",2014-03-27,2023-09-25
2004-0689-IND,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,IND,India,Southern Asia,Asia,"Sheohar, Bagmati river",Overloading,,No,No,No,,,,,,,2004,5,7,2004,5,7,30,,,,,,,,,,,61.9895859343217,,2005-03-15,2023-09-25
2004-0693-IND,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,IND,India,Southern Asia,Asia,"Bagmati river, Rampurhari (Bihar)",Overloading,,No,No,No,,,,,,,2004,7,15,2004,7,15,35,,,,,,,,,,,61.9895859343217,,2005-03-15,2023-09-25
2004-0706-IND,No,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,,IND,India,Southern Asia,Asia,Palamedu (Tamil Nadu state),,,No,No,No,,,,,,,2004,1,16,2004,1,17,2,218,,,218,,,,,,,61.9895859343217,,2005-03-18,2023-09-25
2004-0729-IND,No,tec-ind-poi-poi,Technological,Industrial accident,Poisoning,Poisoning,,Poisonous alcohol,IND,India,Southern Asia,Asia,Mumbai,,,No,No,No,,,m3,,,,2004,12,26,2004,12,26,66,97,,,97,,,,,,,61.9895859343217,,2005-03-23,2023-09-25
2004-0734-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Uttarakhand, Gujarat, Maharashtra, Punjab, Haryana, Rajasthan provinces",Monsoonal rain,,No,No,No,,,Km2,,,"Narmada, Mahi, Kailash, Bayal, Punjab, Ghaggar River",2004,8,1,2004,9,8,210,,100000,,100000,,,,,276000,445236,61.9895859343217,"[{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1492,""adm1_name"":""Haryana""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":70082,""adm1_name"":""Uttarakhand""}]",2005-03-25,2023-09-25
2005-0012-IND,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,IND,India,Southern Asia,Asia,Bijjapur (Karnataka),,,No,No,No,,,,,,,2005,1,10,2005,1,10,57,,,,,,,,,,,64.0927402574269,,2005-01-12,2023-09-25
2005-0043-IND,No,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,,IND,India,Southern Asia,Asia,Maharashtra,,,No,No,No,,,,,,,2005,1,25,2005,1,25,250,200,,,200,,,,,,,64.0927402574269,,2005-01-27,2023-09-25
2005-0056-IND,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,IND,India,Southern Asia,Asia,Near Kanhan (Maharashtra),,,No,No,No,,,,,,,2005,2,3,2005,2,3,52,10,,,10,,,,,,,64.0927402574269,,2005-03-28,2023-09-25
2005-0064-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Udhampur district (Cachemire indien),,,No,No,No,,,,,,,2005,2,6,2005,2,6,27,35,,,35,,,,,,,64.0927402574269,,2005-02-07,2023-09-25
2005-0090-IND,No,nat-hyd-mmw-ava,Natural,Hydrological,Mass movement (wet),Avalanche (wet),,,IND,India,Southern Asia,Asia,Administrative unit not available districts (Jammu and Kashmir province),Snowstorms,,No,No,No,,,,,,,2005,2,15,2005,2,21,250,,5000,,5000,,,,,50000,78012,64.0927402574269,"[{""adm2_code"":72802,""adm2_name"":""Administrative unit not available""},{""adm2_code"":72838,""adm2_name"":""Administrative unit not available""},{""adm2_code"":72810,""adm2_name"":""Administrative unit not available""}]",2006-01-18,2023-09-25
2005-0109-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Near Dakor,,,No,No,No,,,,,,,2005,3,12,2005,3,13,15,,,,,,,,,,,64.0927402574269,,2005-03-17,2023-09-25
2005-0173-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Near Amritsar (Punjab),,,No,No,No,,,,,,,2005,4,1,2005,4,1,18,4,,,4,,,,,,,64.0927402574269,,2005-04-04,2023-09-25
2005-0187-IND,No,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,,IND,India,Southern Asia,Asia,Madhya Pradesh,,Broken Dam/Burst bank,No,No,No,,,,,,,2005,4,7,2005,4,7,73,,,,,,,,,,,64.0927402574269,,2005-04-11,2023-09-25
2005-0191-IND,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,IND,India,Southern Asia,Asia,"Barddhaman, North 24 Parganas, South 24 Parganas districts (West Bengal province)",,Hail|Rain,No,No,No,,,Kph,,,,2005,3,23,2005,3,24,18,50,,7500,7550,,,,,,,64.0927402574269,"[{""adm2_code"":17946,""adm2_name"":""Barddhaman""},{""adm2_code"":70293,""adm2_name"":""North 24 Parganas""},{""adm2_code"":70294,""adm2_name"":""South 24 Parganas""}]",2005-04-11,2023-09-25
2005-0208-IND,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,IND,India,Southern Asia,Asia,Gujarat state,,,No,No,No,,,,,,,2005,4,21,2005,4,21,17,150,,,150,,,,,,,64.0927402574269,,2005-04-21,2023-09-25
2005-0250-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Rudraprayag (Uttaranchal),,,No,No,No,,,,,,,2005,5,17,2005,5,17,37,,,,,,,,,,,64.0927402574269,,2005-06-03,2023-09-25
2005-0268-IND,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Meningococcal disease,IND,India,Southern Asia,Asia,"Delhi, Haryana, Chandigarh, Uttar Pradesh, Uttaranchal",,,No,No,No,,,,,,,2005,5,18,2005,6,21,48,,405,,405,,,,,,,64.0927402574269,,2005-06-23,2023-09-25
2005-0290-IND,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,IND,India,Southern Asia,Asia,"Guntur, Krishna, Srikakulam, Karimnagar, Nalgonda districts (Andhra Pradesh province)",,,No,No,No,,,Kph,,,,2005,5,1,2005,5,1,20,20,,,20,,,,,,,64.0927402574269,"[{""adm2_code"":17552,""adm2_name"":""Guntur""},{""adm2_code"":17554,""adm2_name"":""Karimnagar""},{""adm2_code"":17556,""adm2_name"":""Krishna""},{""adm2_code"":17560,""adm2_name"":""Nalgonda""},{""adm2_code"":17565,""adm2_name"":""Srikakulam""}]",2005-06-08,2023-09-25
2005-0291-IND,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,IND,India,Southern Asia,Asia,Kolkata district (West Bengal province),,,No,No,No,,,Kph,,,,2005,5,4,2005,5,4,11,20,,,20,,,,,,,64.0927402574269,"[{""adm2_code"":70292,""adm2_name"":""Kolkata""}]",2005-06-08,2023-09-25
2005-0300-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Poonampalli (Cuddapah district),,,No,No,No,,,,,,,2005,6,8,2005,6,8,11,14,,,14,,,,,,,64.0927402574269,,2005-06-08,2023-09-25
2005-0314-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,Mokokchung district (Nagaland province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2005,5,27,2005,5,27,14,12,,,12,,,,,,,64.0927402574269,"[{""adm2_code"":17802,""adm2_name"":""Mokokchung""}]",2005-07-25,2023-09-25
2005-0318-IND,No,tec-ind-col-col,Technological,Industrial accident,Collapse (Industrial),Collapse (Industrial),,,IND,India,Southern Asia,Asia,Hazaribagh district (Jharkhand Pradesh),,,No,No,No,,,m3,,,,2005,6,15,2005,6,15,14,,,,,,,,,,,64.0927402574269,,2005-07-24,2023-09-25
2005-0323-IND,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Bihar, West Bengal, Orissa, Maharashtra, Andhra Pradesh provinces",,,No,No,No,,49,°C,,,,2005,6,,2005,6,,329,,,,,,,,,,,64.0927402574269,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2006-03-07,2023-09-25
2005-0335-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Surat, Valsad, Navsari, Bharuch, Vadodara, Surendranagar, The Dangs, Ahmedabad, Anand, Kheda, Amreli, Bhavnagar, Junagadh, Rajkot, Narmada, Jamnagar, Gandhinagar, Sabarkantha districts (Gujarat province)",Heavy rains,,No,No,No,,,Km2,,,"Vishwamitry, Purnea, Auranga, Wanki, Ambika, Kaveri, Kharera",2005,6,28,2005,7,15,239,,405000,,405000,,,156000,243397,2300000,3588550,64.0927402574269,"[{""adm2_code"":17635,""adm2_name"":""Ahmadabad""},{""adm2_code"":17636,""adm2_name"":""Amreli""},{""adm2_code"":17638,""adm2_name"":""Bharuch""},{""adm2_code"":17639,""adm2_name"":""Bhavnagar""},{""adm2_code"":17640,""adm2_name"":""Gandhinagar""},{""adm2_code"":17641,""adm2_name"":""Jamnagar""},{""adm2_code"":17642,""adm2_name"":""Junagadh""},{""adm2_code"":17644,""adm2_name"":""Kheda""},{""adm2_code"":17647,""adm2_name"":""Rajkot""},{""adm2_code"":17648,""adm2_name"":""Sabar Kantha""},{""adm2_code"":17649,""adm2_name"":""Surat""},{""adm2_code"":17650,""adm2_name"":""Surendranagar""},{""adm2_code"":17651,""adm2_name"":""The Dangs""},{""adm2_code"":17652,""adm2_name"":""Vadodara""},{""adm2_code"":17653,""adm2_name"":""Valsad""},{""adm2_code"":70124,""adm2_name"":""Anand""},{""adm2_code"":70126,""adm2_name"":""Narmada""},{""adm2_code"":70127,""adm2_name"":""Navsari""}]",2006-01-18,2023-09-25
2005-0354-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Digras, Nandgavan villages (Yavatmal district, Maharashtra province)",Monsonal rains,Broken Dam/Burst bank,No,No,No,,,Km2,,,,2005,7,9,2005,7,9,25,,,,,,,,,,,64.0927402574269,"[{""adm2_code"":17785,""adm2_name"":""Yavatmal""}]",2005-07-13,2023-09-25
2005-0358-IND,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,IND,India,Southern Asia,Asia,Punjab state,Bad weather,,No,No,No,,,,,,,2005,7,11,2005,7,11,12,,12,,12,,,,,,,64.0927402574269,,2005-07-13,2023-09-25
2005-0361-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Sangla, Kalpa, Yangthang, Sumdo, Khab, Karcham, Leo, Akpa, Kharo villages (Kinnaur district, Himachal Pradesh province), Rampur Bushahr village (Shimla district, Himachal Pradesh province), Kullu, Bilaspur, Mandi districts (Himachal Pradesh)",Heavy rains,Broken Dam/Burst bank,No,No,No,,6530,Km2,,,"Sutlej, Parechu, Spiti",2005,6,26,2005,6,29,6,,5000,,5000,,,,,23000,35885,64.0927402574269,"[{""adm2_code"":17666,""adm2_name"":""Bilaspur""},{""adm2_code"":17670,""adm2_name"":""Kinnaur""},{""adm2_code"":17671,""adm2_name"":""Kullu""},{""adm2_code"":17673,""adm2_name"":""Mandi""},{""adm2_code"":17674,""adm2_name"":""Shimla""}]",2005-09-14,2023-09-25
2005-0375-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Yingkiong village (Upper Siang (70051) district, Arunachal Pradesh province), Seppa village (East Kameng (70040) district, Arunachal Pradesh province), Anini village (70050 district, Arunachal Pradesh province), Dibrugarh, Sonitpur, Sibsagar, Dhemaji, Tinsukia, Karimganj, Lakhimpur, Jorhat, Morigaon, Dhuburi, Goalpara, Barpeta districts (Assam province), Bahraich, Shravasti, Banda, Ballia, Lakhimpur Kheri, Kanpur, Varanasi, Mainpuri districts (Uttar Pradesh province), Haridwar, Uttarkashi, Naini Tal, Dehran Dun districts (Uttarakhand province), Muzaffarpur, Darbhanga, Madhubani districts (Bihar province), Birbhum district (West Bengal province)",Monsoon rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,"Brahmaputra and tributaries. Lohit, Dikhow, Jai Bharati, Puthimari, Subansairi, Dhansiri, Durra, Burhi-Dehing, Kundli, Jiyadhol, Lali and Siang, Barak. Ganges and tributaries. Baghmati, Ganga, Sharda, Gandak, Yamuna, Varuna, Nagwa nullah, Kane, Kosi, Bagmati, Kamla, Budi Gandak, Rapti, Ghaghra, Gomti, Ken, Budhi Rapti.",2005,7,7,2005,7,28,70,,1904000,4000,1908000,,,,,,,64.0927402574269,"[{""adm2_code"":17576,""adm2_name"":""Barpeta""},{""adm2_code"":17579,""adm2_name"":""Dhuburi""},{""adm2_code"":17580,""adm2_name"":""Dibrugarh""},{""adm2_code"":17581,""adm2_name"":""Goalpara""},{""adm2_code"":17585,""adm2_name"":""Karimganj""},{""adm2_code"":17592,""adm2_name"":""Sibsagar""},{""adm2_code"":17593,""adm2_name"":""Sonitpur""},{""adm2_code"":70087,""adm2_name"":""Dhemaji""},{""adm2_code"":70089,""adm2_name"":""Jorhat""},{""adm2_code"":70091,""adm2_name"":""Lakhimpur""},{""adm2_code"":70092,""adm2_name"":""Marigaon""},{""adm2_code"":70093,""adm2_name"":""Tinsukia""},{""adm2_code"":17947,""adm2_name"":""Birbhum""},{""adm2_code"":70040,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70050,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70051,""adm2_name"":""Administrative unit not available""},{""adm2_code"":17598,""adm2_name"":""Darbhanga""},{""adm2_code"":17611,""adm2_name"":""Madhubani""},{""adm2_code"":17613,""adm2_name"":""Muzaffarpur""},{""adm2_code"":17893,""adm2_name"":""Bahraich""},{""adm2_code"":17894,""adm2_name"":""Ballia""},{""adm2_code"":17895,""adm2_name"":""Banda""},{""adm2_code"":17920,""adm2_name"":""Kanpur""},{""adm2_code"":17921,""adm2_name"":""Lakhimpur Kheri""},{""adm2_code"":17924,""adm2_name"":""Mainpuri""},{""adm2_code"":17943,""adm2_name"":""Varanasi""},{""adm2_code"":70277,""adm2_name"":""Shravasti""},{""adm2_code"":17903,""adm2_name"":""Dehra Dun""},{""adm2_code"":70284,""adm2_name"":""Haridwar""},{""adm2_code"":70285,""adm2_name"":""Naini Tal""},{""adm2_code"":70289,""adm2_name"":""Uttarkashi""}]",2005-09-14,2023-09-25
2005-0398-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Ashoknagar, Chhatarpur, Damoh, Jabalpur, Katni, Narsinghpur, Panna, Rewa, Sagar, Satna districts (Madhya Pradesh province)",Monsoonal rains,,No,No,No,,55740,Km2,,,"Maijee, Simrol and Katni, Tons, Ledraha, Mahanadi, Son, Banganga",2005,7,2,2005,7,15,62,,49000,,49000,,,,,,,64.0927402574269,"[{""adm2_code"":17718,""adm2_name"":""Chhatarpur""},{""adm2_code"":17720,""adm2_name"":""Damoh""},{""adm2_code"":17730,""adm2_name"":""Jabalpur""},{""adm2_code"":17735,""adm2_name"":""Narsinghpur""},{""adm2_code"":17736,""adm2_name"":""Panna""},{""adm2_code"":17743,""adm2_name"":""Rewa""},{""adm2_code"":17744,""adm2_name"":""Sagar""},{""adm2_code"":17745,""adm2_name"":""Satna""},{""adm2_code"":70169,""adm2_name"":""Ashoknagar""},{""adm2_code"":70174,""adm2_name"":""Katni""}]",2005-09-12,2023-09-25
2005-0399-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Adilabad, Hyderabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Warangal, East Godavari, Guntur, Krishna, Nellore, Prakasam, Srikakulam, Vishakhapatnam, Vizianagaram, West Godavari districts (Andhra Pradesh province)",Heavy rains,,No,No,No,,,Km2,,,,2005,7,10,2005,7,10,12,,10000,,10000,,,,,,,64.0927402574269,"[{""adm2_code"":17547,""adm2_name"":""Adilabad""},{""adm2_code"":17551,""adm2_name"":""East Godavari""},{""adm2_code"":17552,""adm2_name"":""Guntur""},{""adm2_code"":17553,""adm2_name"":""Hyderabad""},{""adm2_code"":17554,""adm2_name"":""Karimnagar""},{""adm2_code"":17555,""adm2_name"":""Khammam""},{""adm2_code"":17556,""adm2_name"":""Krishna""},{""adm2_code"":17558,""adm2_name"":""Mahbubnagar""},{""adm2_code"":17559,""adm2_name"":""Medak""},{""adm2_code"":17560,""adm2_name"":""Nalgonda""},{""adm2_code"":17561,""adm2_name"":""Nellore""},{""adm2_code"":17562,""adm2_name"":""Nizamabad""},{""adm2_code"":17563,""adm2_name"":""Prakasam""},{""adm2_code"":17564,""adm2_name"":""Rangareddi""},{""adm2_code"":17565,""adm2_name"":""Srikakulam""},{""adm2_code"":17566,""adm2_name"":""Vishakhapatnam""},{""adm2_code"":17567,""adm2_name"":""Vizianagaram""},{""adm2_code"":17568,""adm2_name"":""Warangal""},{""adm2_code"":17569,""adm2_name"":""West Godavari""}]",2005-08-04,2023-09-25
2005-0409-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Gujarat, Madhya Pradesh, Maharashtra, Goa, Orissa, Karnataka, Himachal Pradesh, Jammu and Kashmir provinces",Monsoon rain,"Broken Dam/Burst bank|Slide (land, mud, snow, rock)",Yes,No,No,12,35550,Km2,,,"Ghawanda, Koyna, Kal, Savitira, Karad, Pawana, Mithi, Mitha and Mula",2005,7,24,2005,8,5,1200,55,20000000,,20000055,,,844000,1316842,3330000,5195596,64.0927402574269,"[{""adm1_code"":1490,""adm1_name"":""Goa""},{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1493,""adm1_name"":""Himachal Pradesh""},{""adm1_code"":1494,""adm1_name"":""Karnataka""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":40408,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40409,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40422,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40423,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40425,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40426,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40427,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40428,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40429,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40430,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""}]",2006-01-16,2023-09-25
2005-0412-IND,No,tec-ind-fir-fir,Technological,Industrial accident,Fire (Industrial),Fire (Industrial),,Petrol plateforme,IND,India,Southern Asia,Asia,Moan sea (coast of Maharashtra),,,No,No,No,,,m3,,,,2005,7,27,2005,7,27,23,,351,,351,,,,,410000,639698,64.0927402574269,,2005-07-28,2023-09-25
2005-0437-IND,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Ferry,IND,India,Southern Asia,Asia,"Reralle canal, near Godavarru (Andhra Pradesh)",,,No,No,No,,,,,,,2005,8,16,2005,8,16,20,,,,,,,,,,,64.0927402574269,,2005-09-05,2023-09-25
2005-0453-IND,No,tec-mis-col-col,Technological,Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Building,IND,India,Southern Asia,Asia,Bombay,,,No,No,No,,,,,,,2005,8,22,2005,8,23,30,,,,,,,,,,,64.0927402574269,,2005-09-06,2023-09-25
2005-0457-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,"Guwahati city (Kamrup district, Assam province)",Monsoonal rain,,No,No,No,,,,,,,2005,8,24,2005,8,25,12,20,,,20,,,,,,,64.0927402574269,"[{""adm2_code"":17583,""adm2_name"":""Kamrup""}]",2005-09-06,2023-09-25
2005-0471-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,Azamgarh district (Uttar Pradesh province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,12680,Km2,,,"Ghaghra, Saryu rivers",2005,8,26,2005,8,28,27,,800000,,800000,,,,,,,64.0927402574269,"[{""adm2_code"":17892,""adm2_name"":""Azamgarh""}]",2006-02-28,2023-09-25
